danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist_genre,key,mode,release_month,binary_outcome,bin_year
-0.3043728546386485,0.71723497037119,1.0074127621929079,-0.2793990551217581,0.10693088305752467,-0.39155988363145133,-1.0190300179554714,0.39948413695442514,-0.1158703785277975,0.1944260571740644,pop,6,0,2,1,recent
-0.42784425032270135,0.01968656040762789,0.40435419520438304,-0.7708457584551709,0.21465129378493947,-0.3918256394405536,1.4307500929935588,-0.04005601244282325,-0.6289651583937601,-0.1460928404229954,pop,7,1,5,0,recent
-0.43470377230514873,-0.30728925676279156,0.970853777520201,0.13696551298016107,-0.44917573732275434,-0.3918256394405536,-0.5513972080885317,0.6000510012424901,-0.5045684268760038,-0.8535397606206757,pop,7,1,5,1,recent
0.9440601461667741,-0.7269082221314973,0.9501040835167729,-0.6245818586535599,-0.5156033239379936,-0.3918256394405536,-0.2242466826672157,-1.4056176416381583,-0.7789238785830748,-1.149836062660006,pop,5,0,3,1,recent
-0.6130513438487807,0.2649184232854429,1.1342164477694137,-0.48319342217866934,-0.4684756442447495,-0.3918256394405536,-0.2563202635908742,0.8816980872640278,-0.8562034466568853,-0.9956054628251996,pop,5,1,7,1,recent
0.1071984643081944,0.559196658738821,0.4521114274344955,0.2734784861283314,0.40765036300489105,-0.3918256394405536,-0.8439082661122964,0.13063919120659379,-0.4094807970281033,-0.4175681669475097,pop,8,1,4,1,recent
0.8000101845353791,1.0006140119188873,0.6671836525811405,-0.46564175420247605,0.07551242992869532,-0.3918256394405536,0.8021079068898539,-0.5350721030261322,-0.7778108747221941,-0.049985237341221136,pop,8,1,5,1,recent
-0.9628869649535963,0.48835189835189663,0.7208693688122326,-0.6977138085543654,-0.7517803244578505,-0.3918256394405536,-0.5193236271648732,-1.179446496802681,0.7060458726038391,0.194557038575198,pop,0,1,3,1,recent
0.4570340854130101,0.9025212667677613,1.1753864755539933,0.9755452051760638,-0.41102475852346165,-0.3918256394405536,-0.19858781792828895,0.6341900419723735,-0.9240966821706026,-0.5724536737879841,pop,0,1,5,1,recent
0.9303411022018794,0.8698236850507194,0.8002451823809024,-0.6587101019406024,0.19220954155006134,-0.39162868772442283,0.923987514399756,-0.08272981335517751,-0.4060304850593733,-0.8697323363358163,pop,5,1,10,1,recent
-2.4651222791095715,-1.0538840393019167,-0.4243161240436391,-0.6431086192950973,-0.2566255031475004,-0.3918256394405536,-0.598224636237073,-0.654558745580724,-1.321661661277158,-0.2731447995225811,pop,3,1,7,1,recent
0.07976037637840487,0.5482974648331402,1.3008727202413928,-0.451015364222315,0.012675523671036625,-0.3918256394405536,-0.4231028843938979,-0.044323392534058675,-0.7041671192605935,0.025148968884036452,pop,6,0,6,1,recent
-1.326441630023307,0.5537470617859807,1.0650508010913196,-0.5651012060675714,0.5019057223913789,-0.39179914986475955,-0.4487617491328247,0.1818477523014189,-0.6862106569717199,-0.10118259250931451,pop,1,1,3,1,recent
-1.99867478430315,1.2131482930796604,0.9889685897454161,3.6863028148325867,-0.24316045180657353,-0.3918256394405536,-0.006146332386338401,0.07943063011176867,1.9008184171304816,-0.7488201304143677,pop,1,0,6,1,recent
0.22381033800979988,0.71723497037119,0.784106531489347,-0.692838345227645,-0.36973193441128593,-0.39181992010032535,-0.05746406186419192,-0.10406671381135464,0.07701319056281268,-0.19552194667578524,pop,8,1,10,1,recent
-0.24263715679662204,-0.20919651161166553,-0.43551437160104506,-0.6899130672316128,-0.6641677237328865,-0.3918167379110254,0.8598403525524391,-0.4369223609277176,-0.5919763300838277,-0.25593711794865526,pop,11,0,5,1,recent
0.07976037637840487,0.0033377695491068867,0.5113962674442906,-0.4890439781707338,1.1033446822861115,-0.3918256394405536,-0.6033564091848582,0.318403915220952,0.14616783045219495,-0.5835870928843395,pop,11,1,10,1,recent
0.05232228844861535,0.14502729032295558,0.6451165176886057,-0.5036703681508948,-0.6816722904760913,-0.3918256394405536,-0.4359323167633613,0.40375151704566054,-0.0381827090383304,-0.46886375816645326,pop,6,1,3,1,recent
-0.565034689971649,0.2921664080496446,0.6408348347990094,-0.7669453877937945,-0.7072558880238523,-0.39152806173845206,-0.4936647624259464,-1.1111684153429142,-0.7016814106379599,-0.5506943885246658,pop,3,1,3,1,recent
-0.42784425032270135,0.03603535126614889,0.09837854870938591,-0.2823243331177903,0.9148339635131357,-0.3913268097665105,-0.3846145872855078,-1.0258208135182056,0.031268731880619856,-0.1843557822291464,pop,9,0,4,1,recent
